,Title,Link,Location,Price,Image,Brand,Year,Distance Covered
83,Maruti Suzuki Wagon-R,https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-dindoli-surat-iid-1818084117,Dindoli,150000,https://apollo.olx.in:443/v1/files/r8c5vodk4em13-IN/image;s=150x0;q=50;f=webp;,maruti suzuki,2010,92294.0
84,Hyundai i20,https://www.olx.in/item/cars-c84-used-hyundai-i20-in-colony-pind-mudhal-mudal-iid-1818084102,Colony Pind Mudhal,260000,https://apollo.olx.in:443/v1/files/bnw8nwfv7j7b-IN/image;s=150x0;q=50;f=webp;,hyundai,2014,101000.0
85,Toyota Innova Crysta,https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-janapath-guwahati-iid-1818084108,Janapath,1995000,https://apollo.olx.in:443/v1/files/3lgz7pb9t3cu2-IN/image;s=150x0;q=50;f=webp;,toyota,2023,40000.0
86,Maruti Suzuki Swift-Dzire,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-usmanpur-pehowa-iid-1818084093,Usmanpur,250000,https://apollo.olx.in:443/v1/files/gj72a44lq5z81-IN/image;s=150x0;q=50;f=webp;,maruti suzuki,2012,80000.0
87,Maruti Suzuki Ciaz-S,https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-s-in-nefa-tiniali-jorhat-iid-1804358621,Nefa Tiniali,620000,https://apollo.olx.in:443/v1/files/hvdooiopro2y-ADVIN/image;s=150x0;q=50;f=webp;,maruti suzuki,2018,70000.0
88,Mahindra Scorpio-N,https://www.olx.in/item/cars-c84-used-mahindra-scorpio-n-in-neela-nagar-vijayapura-iid-1818084053,Neela Nagar,780000,https://apollo.olx.in:443/v1/files/s5pnojux3vnc-IN/image;s=150x0;q=50;f=webp;,mahindra,2016,129275.0
89,Hyundai Verna,https://www.olx.in/item/cars-c84-used-hyundai-verna-in-huda-layout-hyderabad-iid-1818084039,Huda Layout,350000,https://apollo.olx.in:443/v1/files/rrh9ds2u7l7i3-IN/image;s=150x0;q=50;f=webp;,hyundai,2011,185000.0
90,Hyundai i20,https://www.olx.in/item/cars-c84-used-hyundai-i20-in-bcc-layout-bengaluru-iid-1818084051,BCC Layout,480000,https://apollo.olx.in:443/v1/files/cfw96zsp35z22-IN/image;s=150x0;q=50;f=webp;,hyundai,2015,105000.0
91,Maruti Suzuki Brezza,https://www.olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-chandra-layout-bengaluru-iid-1818084047,Chandra Layout,795000,https://apollo.olx.in:443/v1/files/ysojcst234fq1-IN/image;s=150x0;q=50;f=webp;,maruti suzuki,2018,95000.0
92,Hyundai Creta,https://www.olx.in/item/cars-c84-used-hyundai-creta-in-six-mile-guwahati-iid-1818084027,Six Mile,1380000,https://apollo.olx.in:443/v1/files/biw1rcwoilop-IN/image;s=150x0;q=50;f=webp;,hyundai,2020,58000.0
